time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1987-10-04T10:59:38.190Z,34.074,-118.098,7.719,5.25,ml,0,31.1,,0.175,ci,ci732031,2018-06-04T20:43:45.000Z,"2km WSW of Rosemead, CA",earthquake,,0.017,,7,reviewed,ci,ci
1987-10-01T14:42:20.020Z,34.061,-118.079,8.881,5.9,mw,0,44.4,,0.178,ci,ci731691,2018-06-04T20:43:45.000Z,"2km SSW of Rosemead, CA",earthquake,,0.023,,0,reviewed,ci,ci
1987-09-24T15:00:00.590Z,37.228,-116.3746667,0.01,5.27,ml,127,239,,0.41,ci,ci623966,2016-04-02T08:57:59.754Z,"49km NE of Beatty, NV",nuclear explosion,99,31.61,0.083,10,reviewed,ci,ci
1987-08-13T13:59:59.270Z,37.061,-116.0453333,0.01,5.35,ml,81,231,,0.29,ci,ci620804,2016-04-01T23:18:10.413Z,"65km ENE of Beatty, NV",nuclear explosion,99,31.61,0.138,12,reviewed,ci,ci
1987-04-18T13:40:00.710Z,37.2478333,-116.5091667,0.01,5.08,ml,122,236,,0.43,ci,ci720842,2016-04-02T02:33:42.921Z,"44km NNE of Beatty, NV",nuclear explosion,99,31.61,0.207,12,reviewed,ci,ci
1987-02-14T07:26:50.290Z,36.1723333,-120.3405,15.271,5.3,ml,52,51,0.07658,0.1,nc,nc10089611,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.22,0.55,,1,reviewed,nc,nc
1987-02-07T03:45:14.850Z,32.388,-115.305,5.993,5.38,ml,0,110.6,,0.408,ci,ci716756,2017-04-26T17:40:38.245Z,"11km WNW of Delta, B.C., MX",earthquake,,,,12,reviewed,ci,ci
1986-11-14T16:00:00.240Z,37.1003333,-116.0481667,0.01,5.2,ml,113,240,,0.4,ci,ci610724,2016-04-02T05:49:07.823Z,"66km ENE of Beatty, NV",nuclear explosion,99,31.61,0.137,12,reviewed,ci,ci
1986-09-30T22:30:00.710Z,37.3001667,-116.3073333,0.01,5.14,ml,117,239,,0.39,ci,ci710086,2016-04-01T23:19:10.951Z,"59km NE of Beatty, NV",nuclear explosion,99,31.61,0.133,9,reviewed,ci,ci
1986-08-01T14:28:18.150Z,37.5103333,-118.399,7.964,5.1,ml,26,50,0.05135,0.08,nc,nc85660,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.29,1.21,,5,reviewed,nc,nc
1986-07-31T07:22:39.770Z,37.4731667,-118.3686667,5.754,5.8,ml,45,81,0.05405,0.07,nc,nc78895,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.26,0.63,,7,reviewed,nc,nc
1986-07-22T13:48:59.150Z,37.5258333,-118.4715,10.653,5,ml,34,65,0.08018,0.04,nc,nc92934,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.34,1.12,,5,reviewed,nc,nc
1986-07-21T22:07:15.640Z,37.6213333,-118.3425,-0.076,5.6,ml,18,296,0.2495,0.05,nc,nc95459,2018-07-02T17:24:08.249Z,"Central California",earthquake,3,7.22,,6,reviewed,nc,nc
1986-07-21T14:51:09.370Z,37.4931667,-118.4538333,8.482,5.7,ml,28,198,0.1126,0.04,nc,nc10085764,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.71,1.28,,6,reviewed,nc,nc
1986-07-21T14:42:26.000Z,37.538,-118.4428333,8.804,6.4,ml,42,55,0.09369,0.06,nc,nc10085763,2018-07-02T15:27:25.341Z,"Central California",earthquake,0.22,0.77,,7,reviewed,nc,nc
1986-07-20T14:29:45.440Z,37.5666667,-118.4381667,5.044,5.9,ml,41,54,0.08108,0.04,nc,nc99451,2018-07-02T15:24:51.441Z,"Central California",earthquake,0.19,0.85,,7,reviewed,nc,nc
1986-07-17T21:00:00.790Z,37.2786667,-116.3556667,0.01,5.22,ml,69,296,,0.34,ci,ci702987,2016-04-02T18:32:27.191Z,"54km NE of Beatty, NV",nuclear explosion,99,31.61,0.191,10,reviewed,ci,ci
1986-07-13T13:47:08.210Z,32.971,-117.874,5.828,5.45,ml,0,166.2,,0.431,ci,ci127298,2018-06-04T20:43:45.000Z,"47km ENE of San Clemente Is. (SE tip), CA",earthquake,,,,8,reviewed,ci,ci
1986-07-08T09:20:44.560Z,33.999,-116.608,9.468,6,mw,0,26.6,,0.092,ci,ci700917,2019-05-16T03:16:40.689Z,"6km SSW of Morongo Valley, CA",earthquake,,0.015,,0,reviewed,ci,ci
1986-06-25T20:27:44.940Z,37.2646667,-116.33,0.01,5.11,ml,137,230,,0.44,ci,ci700370,2016-02-04T01:25:04.400Z,"55km NE of Beatty, NV",nuclear explosion,99,31.61,0.109,9,reviewed,ci,ci
1986-03-31T11:55:39.810Z,37.4791667,-121.6866667,8.502,5.7,ml,87,65,0.02703,0.06,nc,nc68932,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.13,0.41,,6,reviewed,nc,nc
1986-01-26T19:20:50.950Z,36.8043333,-121.285,8.153,5.5,ml,91,27,0.05946,0.05,nc,nc64626,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.12,0.21,,8,reviewed,nc,nc
1985-12-05T15:00:00.190Z,37.0533333,-116.0453333,0.01,5.16,ml,136,231,,0.35,ci,ci110106,2016-04-02T09:01:23.095Z,"65km ENE of Beatty, NV",nuclear explosion,99,31.61,0.152,12,reviewed,ci,ci
1985-08-04T12:01:55.870Z,36.143,-120.1563333,15.89,5.6,ml,45,163,0.09009,0.08,nc,nc52348,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.27,0.55,,0,reviewed,nc,nc
1985-07-25T14:00:00.660Z,37.2971667,-116.4381667,0.01,5.08,ml,135,230,,0.38,ci,ci69047,2016-04-02T05:49:41.249Z,"51km NNE of Beatty, NV",nuclear explosion,99,31.61,0.166,6,reviewed,ci,ci
1985-06-12T15:15:00.480Z,37.2478333,-116.489,0.01,5.05,ml,147,224,,0.44,ci,ci65963,2016-04-02T12:15:07.977Z,"44km NNE of Beatty, NV",nuclear explosion,99,31.61,0.175,7,reviewed,ci,ci
1985-05-02T15:20:00.550Z,37.2533333,-116.3251667,0.01,5.06,ml,124,225,,0.4,ci,ci65454,2016-04-02T18:32:34.648Z,"54km NE of Beatty, NV",nuclear explosion,99,31.61,0.214,12,reviewed,ci,ci
1985-04-02T20:00:00.110Z,37.0948333,-116.0323333,0.01,5.26,ml,146,232,,0.38,ci,ci61918,2016-04-02T08:59:28.528Z,"67km ENE of Beatty, NV",nuclear explosion,99,31.61,0.148,12,reviewed,ci,ci
1985-03-25T16:05:12.750Z,37.4525,-118.6116667,5.757,5.1,ml,45,57,0.02252,0.05,nc,nc44669,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.22,0.56,,0,reviewed,nc,nc
1985-01-24T11:27:20.990Z,38.1565,-118.8155,10.093,5.2,ml,59,68,0.1568,0.07,nc,nc38526,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.2,1.06,,0,reviewed,nc,nc
1984-11-26T16:21:40.810Z,37.4473333,-118.6476667,5.955,5.6,ml,35,125,0.09009,0.05,nc,nc39753,2017-04-27T14:06:57.105Z,"Central California",earthquake,0.34,1.24,,0,reviewed,nc,nc
1984-11-23T19:12:34.680Z,37.4321667,-118.6071667,10.516,5.5,ml,47,80,0.02613,0.06,nc,nc32650,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.25,0.68,,8,reviewed,nc,nc
1984-11-23T18:08:25.360Z,37.4596667,-118.6071667,8.096,6.1,ml,31,66,0.1135,0.08,nc,nc32321,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.39,0.84,,0,reviewed,nc,nc
1984-05-31T13:03:59.540Z,37.1271667,-115.9726667,0.01,5.38,ml,128,240,,0.3,ci,ci41181,2016-04-01T23:20:39.265Z,"74km ENE of Beatty, NV",nuclear explosion,2.42,31.61,0.135,9,reviewed,ci,ci
1984-04-24T21:15:18.760Z,37.3096667,-121.6788333,8.193,6.2,ml,101,26,0.05135,0.06,nc,nc17204,2018-06-04T20:43:45.000Z,"Northern California",earthquake,0.11,0.31,,0,reviewed,nc,nc
1984-03-01T17:45:00.120Z,37.0658333,-116.0463333,0.01,5.21,ml,121,238,,0.5,ci,ci33291,2016-02-02T20:12:59.080Z,"65km ENE of Beatty, NV",nuclear explosion,99,31.61,0.189,11,reviewed,ci,ci
1984-01-23T05:40:19.610Z,36.3766667,-121.8956667,6.634,5.1,ml,150,192,0.1775,0.21,nc,nc1110293,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.43,0.62,,0,reviewed,nc,nc
1983-09-09T09:16:13.510Z,36.2198333,-120.2796667,6.887,5.47,md,53,125,0.05946,0.05,nc,nc1102223,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.17,0.27,0.35,21,reviewed,nc,nc
1983-08-29T10:10:30.830Z,35.83,-121.3555,9.638,5.2,ml,105,180,0.06667,0.19,nc,nc1101424,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.37,0.3,,0,reviewed,nc,nc
1983-07-25T22:31:39.480Z,36.2245,-120.4023333,8.215,5.04,md,48,41,0.05405,0.08,nc,nc1099288,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.14,0.3,0.18,8,reviewed,nc,nc
1983-07-22T02:39:53.960Z,36.2356667,-120.4138333,7.265,5.37,ma,50,47,0.05946,0.09,nc,nc1098982,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.14,0.33,0.23,4,reviewed,nc,nc
1983-07-03T18:40:07.630Z,37.557,-118.8458333,8.706,5.3,ml,21,113,0.03694,0.04,nc,nc1098008,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.32,0.57,,0,reviewed,nc,nc
1983-05-09T02:49:11.540Z,36.2463333,-120.3008333,12.916,5.2,ml,66,32,0.03063,0.09,nc,nc1093715,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.13,0.15,,0,reviewed,nc,nc
1983-05-02T23:46:06.000Z,36.23,-120.29,8,5.5,mb,,,,,us,usp0001uxb,2018-06-04T20:43:45.000Z,"Central California",earthquake,,,,3,reviewed,brk,us
1983-05-02T23:42:38.060Z,36.2316667,-120.312,9.578,6.7,ml,64,137,0.03063,0.07,nc,nc1091100,2019-07-06T19:15:12.092Z,"Central California",earthquake,0.28,0.24,,0,reviewed,nc,nc
1983-04-14T19:05:00.350Z,37.0728333,-116.046,0.01,5.22,ml,28,279,,0.24,ci,ci1104973,2016-02-02T20:10:21.200Z,"66km ENE of Beatty, NV",nuclear explosion,99,31.61,0.177,14,reviewed,ci,ci
1983-01-07T03:24:18.970Z,37.6286667,-118.935,3.681,5.3,ml,13,110,0.02252,0.04,nc,nc1084069,2018-06-04T20:43:45.000Z,"Long Valley area, California",earthquake,0.22,1.45,,0,reviewed,nc,nc
1983-01-07T01:38:10.040Z,37.6215,-118.9018333,4.706,5.4,ml,7,188,0.05225,0,nc,nc1084017,2018-06-04T20:43:45.000Z,"Long Valley area, California",earthquake,1.1,5.18,,0,reviewed,nc,nc
1982-10-25T22:26:03.600Z,36.3198333,-120.5061667,11.37,5.4,ml,68,88,0.1108,0.11,nc,nc1080773,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.27,0.46,,0,reviewed,nc,nc
1982-10-01T14:29:01.700Z,35.743,-117.756,2.995,5.12,mc,0,45.8,,0.173,ci,ci508442,2018-06-04T20:43:45.000Z,"12km NNE of Inyokern, CA",earthquake,,0.705,,43,reviewed,ci,ci
1982-09-24T07:40:24.770Z,37.859,-118.149,4.165,5.17,ml,0,156.1,,0.297,ci,ci508150,2018-06-04T20:43:45.000Z,"58km NNE of Dixon Lane-Meadow Creek, CA",earthquake,,,,12,reviewed,ci,ci
1982-08-05T13:59:58.100Z,37.105,-115.93,0,5.31,ml,0,229.2,,0.315,ci,ci506185,2016-02-02T21:07:54.080Z,"74km WSW of Alamo, NV",nuclear explosion,,,,11,reviewed,ci,ci
1982-06-24T14:15:00.550Z,37.2361667,-116.3701667,0.2,5.02,ml,123,242,,0.45,ci,ci504467,2016-04-01T23:47:59.529Z,"50km NE of Beatty, NV",nuclear explosion,99,31.61,0.332,10,reviewed,ci,ci
1982-05-07T18:17:00.460Z,37.0691667,-116.0455,0.6,5.15,ml,134,225,,2.43,ci,ci530259,2016-04-02T12:40:41.370Z,"65km ENE of Beatty, NV",nuclear explosion,99,31.61,0.135,11,reviewed,ci,ci
1982-02-12T14:55:00.080Z,37.224,-116.463,0,5.4,mb,,,,,us,usp0001jky,2015-06-16T15:41:08.176Z,"Nevada",nuclear explosion,,,,58,reviewed,doe,us
1982-01-28T16:00:00.260Z,37.0913333,-116.0511667,0.6,5.06,mc,145,226,,0.52,ci,ci150237,2016-04-02T16:42:48.000Z,"66km ENE of Beatty, NV",nuclear explosion,99,31.61,,31,reviewed,ci,ci
1981-11-12T15:00:00.180Z,37.1081667,-116.049,0.5,5.08,ml,120,239,,0.45,ci,ci526897,2016-04-02T06:23:02.288Z,"66km ENE of Beatty, NV",nuclear explosion,99,31.61,0.111,18,reviewed,ci,ci
1981-09-30T11:53:26.190Z,37.5838333,-118.8645,3.126,5.9,ml,18,83,0.03243,0.07,nc,nc1068066,2018-06-04T20:43:45.000Z,"Central California",earthquake,0.27,0.49,,6,reviewed,nc,nc
1981-09-04T15:50:48.700Z,33.5575,-119.1195,5.549,5.45,ml,106,88,,0.35,ci,ci522177,2018-06-04T20:43:45.000Z,"11km NNW of Santa Barbara Is., CA",earthquake,0.9,31.61,0.171,10,reviewed,ci,ci
1981-06-06T18:00:00.640Z,37.3033333,-116.3256667,0.6,5.13,ml,126,227,,0.4,ci,ci517243,2016-04-02T09:36:10.483Z,"58km NE of Beatty, NV",nuclear explosion,99,31.61,0.218,22,reviewed,ci,ci
1981-04-26T12:09:28.290Z,33.0955,-115.6245,18.904,5.75,ml,81,34,,0.34,ci,ci514869,2018-06-04T20:43:45.000Z,"6km N of Westmorland, CA",earthquake,0.56,0.67,0.161,6,reviewed,ci,ci
1981-01-15T20:25:00.420Z,37.0871667,-116.0446667,0.6,5.26,ml,19,224,,0.35,ci,ci12250539,2016-02-02T22:45:05.320Z,"66km ENE of Beatty, NV",nuclear explosion,4.64,31.61,0.408,7,reviewed,ci,ci
